id;ticket_id;sender_id;message;is_staff_reply;created_at
981e572a-bbe8-4e6e-a939-aaab785716d3;bca469e1-183b-4f74-97c0-ef1687fbf88d;18500679-9563-4266-bbd5-a14d1306147a;HOW ARE YOU;false;2025-12-16 18:36:40.9836+00
8b4e2bf9-b801-4983-abb1-34986969e6a3;bca469e1-183b-4f74-97c0-ef1687fbf88d;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;HI, HOW MAY I HELP YOU;true;2025-12-16 18:37:04.460919+00
d92c4787-ccc3-400c-b50a-5a8a19e0de46;bca469e1-183b-4f74-97c0-ef1687fbf88d;18500679-9563-4266-bbd5-a14d1306147a;NOTHING;false;2025-12-16 18:37:14.051971+00
1decd5ec-6b6b-480a-847c-a74dbac556e8;bca469e1-183b-4f74-97c0-ef1687fbf88d;18500679-9563-4266-bbd5-a14d1306147a;OKAY;false;2025-12-16 18:37:28.00757+00
a41c5af6-bad5-44d0-a560-7fa99c242ad0;bca469e1-183b-4f74-97c0-ef1687fbf88d;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;OKAY;true;2025-12-16 18:37:38.94724+00
3a5169a1-582b-4523-8d27-7f2c5c22c71a;362db132-7f76-4f04-b379-d25e2bfe65fa;18500679-9563-4266-bbd5-a14d1306147a;HI;false;2025-12-16 18:52:51.879225+00
9f6c41d6-1b8a-412d-84d0-65fcb1b71dc6;362db132-7f76-4f04-b379-d25e2bfe65fa;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;KARKARO;true;2025-12-16 18:53:09.411008+00
3268f54d-d19a-4f0f-a8fb-0480526a0e0a;76593923-9d5b-4108-bc74-a85f1c9a8249;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hi;false;2025-12-17 08:32:06.280356+00
f696175b-4bfb-4973-899a-2bbf7e224c92;8694bb5f-bd50-4a65-bc5f-13aab30628ab;46e358c7-53f0-4be3-858a-a7063f0703f0;test 1 2 3 kesera d negeregn;false;2025-12-17 08:33:55.220761+00
1a47d4ec-acc8-4476-990d-402bdc878c07;8694bb5f-bd50-4a65-bc5f-13aab30628ab;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hi;true;2025-12-17 08:40:07.726623+00
28d214ed-72da-4109-a840-b1c1efed1f5d;8694bb5f-bd50-4a65-bc5f-13aab30628ab;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;zuber;true;2025-12-17 08:40:35.98739+00
642c08d2-2e0f-4e96-bd1c-209cc43bec71;8694bb5f-bd50-4a65-bc5f-13aab30628ab;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hi;true;2025-12-17 08:40:55.440128+00
b947cf3c-154a-439e-b43e-3b641e39e7fd;8694bb5f-bd50-4a65-bc5f-13aab30628ab;46e358c7-53f0-4be3-858a-a7063f0703f0;alalalalaallcmankncknanciqheuowhbou'[GN;false;2025-12-17 08:41:02.593701+00
068c3a5d-19b2-44f4-bf8c-8b09cfa5541b;01318572-961b-4733-aee5-46751c462baf;18500679-9563-4266-bbd5-a14d1306147a;problem with payment submissin;false;2025-12-18 17:43:28.584452+00
6bb4c4ac-2eb1-4c3f-91fc-b084c43c853f;01318572-961b-4733-aee5-46751c462baf;616f2a58-669b-4c40-822e-adfef7058906;HELLO;true;2025-12-18 17:44:49.99672+00
528af968-230e-4547-984d-cb928f13bf4f;01318572-961b-4733-aee5-46751c462baf;18500679-9563-4266-bbd5-a14d1306147a;harre;false;2025-12-18 17:44:57.884254+00
f65be9be-1af4-4976-a0d1-206be4cd3fde;01318572-961b-4733-aee5-46751c462baf;616f2a58-669b-4c40-822e-adfef7058906;KG0UVYCILFFKTUFTCXDJTUR6I57TUXFHDZTUE5S6D7CFHM;true;2025-12-18 17:45:19.072811+00
a6e024e6-028c-4a5d-896f-3e69e1c91c75;01318572-961b-4733-aee5-46751c462baf;616f2a58-669b-4c40-822e-adfef7058906;KG0UVYCILFFKTUFTCXDJTUR6I57TUXFHDZTUE5S6D7CFHM;true;2025-12-18 17:45:19.072548+00
3d9a9920-e608-4ec7-8855-2f4a77ab5911;01318572-961b-4733-aee5-46751c462baf;616f2a58-669b-4c40-822e-adfef7058906;KG0UVYCILFFKTUFTCXDJTUR6I57TUXFHDZTUE5S6D7CFHM;true;2025-12-18 17:45:19.087963+00
526eeaa7-4731-4d40-b258-ce34248fd3df;01318572-961b-4733-aee5-46751c462baf;18500679-9563-4266-bbd5-a14d1306147a;close argew beqa;false;2025-12-18 17:45:20.129821+00
2cb5a23d-3562-4a7c-9130-653c79e73adb;01318572-961b-4733-aee5-46751c462baf;18500679-9563-4266-bbd5-a14d1306147a;close argew;false;2025-12-18 17:45:55.190745+00
ef7a893f-2e5d-4619-9147-a8645df49eb2;3e8179b5-425a-4754-830b-e724fdcb7729;18500679-9563-4266-bbd5-a14d1306147a;I want my payment to be reviewed properly;false;2025-12-19 05:08:24.121206+00
a35e89f7-12e7-47b9-9a0a-1cef9b6c3aba;3e8179b5-425a-4754-830b-e724fdcb7729;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hi i will be assisting you today;true;2025-12-19 05:25:21.54683+00
ec92cf3f-2dfc-4fbb-b399-4822ac4edc4e;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;"i can't access the courses
yeah
it just doesn't open
yeah i see error message
it says i can't access the course please bring the live chat";false;2025-12-19 06:29:05.8842+00
acb8ec60-ef31-4547-a35d-9cd828dc9d04;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;"	--- AI Chat History ---

[AI]: Hi! I'm YUNIX Support Assistant. I can help with questions about courses, certificates, your account, and more.

Please select a category below or type your question:

[AI]: You selected ""Course Access"". How can I help you with this? Please describe your issue.

[User]: i can't access the courses

[AI]: I'm so sorry to hear you're having trouble accessing the courses. Please make sure you are logged into your YUNIX account. If the problem persists, please clear your browser's cache and cookies or try a different browser. Was this helpful?

[AI]: I'm sorry I couldn't fully help. Would you like to create a support ticket? A human agent will review your question and get back to you.

[User]: yeah

[AI]: To create a support ticket, please describe your issue with as much detail as possible, including any error messages or screenshots. This will help our team resolve your course access problem efficiently. Was this helpful?

[User]: it just doesn't open

[AI]: I understand. ""It just doesn't open"" could mean a few things. Can you describe what happens when you try to access the courses? For example, do you see an error message, does the page load blank, or does nothing happen when you click on the course tile? Knowing these details will help us pinpoint the issue. Was this helpful?

[User]: yeah i see error message

[AI]: Could you please tell me what the exact error message says? This will help us understand why you're unable to access the courses and guide you towards a solution. Was this helpful?

[User]: it says i can't access the course please bring the live chat

[AI]: Thank you for providing the error message. It sounds like a live support agent needs to assist you directly to resolve this access issue. Please click on the live chat icon on our website to connect with an agent who can help you further. Was this helpful?";false;2025-12-19 06:29:06.343012+00
5b8d0797-281b-4e1c-b290-485ddff299c4;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hi this is zuber , i am your assistance ,let me review your problem and get back to you!!;true;2025-12-19 06:30:38.154902+00
bcceb83e-c39a-4896-9ab9-fa4cae880afd;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;okay;false;2025-12-19 06:30:52.013456+00
5a27889a-b46d-4da0-8e18-c8285e1631f7;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;bye;false;2025-12-19 06:31:24.447689+00
f6a52bb2-af2c-4b37-b48d-d7e115a724f5;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;is your problem solved sir;true;2025-12-19 06:31:49.856072+00
c3208441-c793-445a-967e-b9e526da991c;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;yep;false;2025-12-19 06:32:14.312056+00
f9e5a7bb-d1a6-4e5b-8d16-1c8b53d68023;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;okay i am going to close this tickate is there any thing you need?;true;2025-12-19 06:32:43.686446+00
4a203f8d-6871-4fc9-80e9-4c17456434fc;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;nop;false;2025-12-19 06:32:52.445808+00
5832a28f-5fa7-4717-a523-e01af1179281;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;nop;false;2025-12-19 06:32:52.955509+00
17625155-6e2f-4c55-bdc7-811eb61382a9;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;okay;true;2025-12-19 06:33:02.437271+00
2c5e9f9d-351e-4d44-b56c-d5ad87c3e09c;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;hi;false;2025-12-19 06:33:23.788962+00
2a3ee86f-f796-49f3-815b-8311247d9a4b;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;hi;false;2025-12-19 06:33:23.803976+00
b1bc0d11-f2bf-4029-b602-3eb312ea414a;f873c4a0-7b34-4f4e-bdb9-e7b0afc2acf0;0a0c8b07-dfb8-4ad1-a62f-f2cf50cb03b6;hi;false;2025-12-19 06:33:23.81071+00
44ac668d-24b0-44cf-81fd-f1032fc5d445;da806f1b-1bbe-403d-a838-df4d5611c39c;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hi;false;2025-12-19 11:52:13.899902+00
b82fac89-a17a-4082-8efe-d5f36a23bdd1;320b7d9d-a2f2-45dc-9cad-21b1dcda2519;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;"assistant: Hi! I'm the YUNIX Support Assistant. How can I help you today?

You can ask me about:
• Account & Login issues
• Course access problems
• Certificates
• Payment inquiries
• Technical bugs

user: How do I get my certificate?

assistant: I apologize, but I couldn't process that request. Would you like to speak with a support agent?";false;2025-12-19 12:29:59.768065+00
d250e44a-2c27-40b7-a964-75044a8974bf;902a4264-9306-4062-b45e-3365cb5f833a;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hello;true;2025-12-19 16:08:23.866015+00
6eeaa6e3-80fc-4331-b78f-e8e364863f1a;902a4264-9306-4062-b45e-3365cb5f833a;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hello;true;2025-12-19 16:08:25.345678+00
7db88cf2-247d-443a-b0bc-d01256372494;902a4264-9306-4062-b45e-3365cb5f833a;616f2a58-669b-4c40-822e-adfef7058906;hi;true;2025-12-19 16:10:27.820743+00
04cbb57b-c7f9-4c7c-881f-631ad71f2e65;902a4264-9306-4062-b45e-3365cb5f833a;616f2a58-669b-4c40-822e-adfef7058906;hi;true;2025-12-19 16:10:28.512375+00
11e39013-b8d9-4ac7-9857-130daefda391;902a4264-9306-4062-b45e-3365cb5f833a;616f2a58-669b-4c40-822e-adfef7058906;hi;true;2025-12-19 16:10:42.6109+00
e52be6c7-90a5-4bde-b638-d0d3067aae3e;f9c000cd-4993-433b-8236-851530baf191;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;Hi! This is obsan, your support assistant for today. How can I help you?;true;2025-12-20 07:03:47.115721+00
80c5671b-f167-4d69-abbf-341097adc8cf;f9c000cd-4993-433b-8236-851530baf191;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;Let me help you troubleshoot this. Could you please describe your compliant?;true;2025-12-20 07:05:33.794917+00
3bb02df1-4b08-49b8-832c-13f6e8bee78d;f9c000cd-4993-433b-8236-851530baf191;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;Could you please provide more details?;true;2025-12-20 07:07:30.338692+00
3100c73e-09d2-4bf2-8f5d-71f6b44fda48;f9c000cd-4993-433b-8236-851530baf191;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;SMALL SIZE:- 37.99$ BIG SIZE :- 67.99;true;2025-12-20 07:09:12.127845+00
0756582a-4a98-41c5-98f0-259fe6c94062;f9c000cd-4993-433b-8236-851530baf191;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;Is there anything else I can help you with today? If not, I'll close this ticket. Feel free to reach out anytime you need assistance!;true;2025-12-20 07:10:03.427102+00
7dce9a9f-b74f-4283-be3b-bb05d8abc8ba;f9c000cd-4993-433b-8236-851530baf191;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;I'll close this ticket. Feel free to reach out anytime you need assistance! To start a conversation again write /start;true;2025-12-20 07:11:33.86293+00
60816691-06b6-46de-a7b6-417349330467;f9c000cd-4993-433b-8236-851530baf191;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;I'll close this ticket. Feel free to reach out anytime you need assistance! To start a conversation again write /start;true;2025-12-20 07:11:34.377079+00
7992da26-30d1-429f-8f40-df0a4ddf8082;da806f1b-1bbe-403d-a838-df4d5611c39c;616f2a58-669b-4c40-822e-adfef7058906;hi;true;2025-12-22 11:47:37.184101+00
b399d7df-2e30-4e82-abe1-a4c51d2253c0;fb5df90b-6f51-4185-85dc-0dbdc2105fc2;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;"assistant: Hi! I'm the YUNIX Support Assistant. I see you have a question about **Billing & Payments**. How can I help you today?

user: i want a  refund

assistant: I apologize, but I couldn't process that request. Would you like to speak with a support agent?";false;2025-12-25 04:16:22.23369+00
c08d3de6-7d40-4462-9ac9-afef51a38848;50d0ddbd-1bdc-466b-9be5-384907f7a01f;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;"assistant: Hi! I'm the YUNIX Support Assistant. How can I help you today?

You can ask me about:
• Account & Login issues
• Course access problems
• Certificates
• Payment inquiries
• Technical bugs

user: Hi

assistant: I apologize, but I couldn't process that request. Would you like to speak with a support agent?";false;2026-01-11 05:41:43.207473+00
921d6c5f-5c3e-4d60-851b-1af033028370;88081675-f7d7-4aab-85a1-989e45fd89b9;18500679-9563-4266-bbd5-a14d1306147a;"assistant: Hi! I'm the YUNIX Support Assistant. How can I help you today?

You can ask me about:
• Account & Login issues
• Course access problems
• Certificates
• Payment inquiries
• Technical bugs

user: hi

assistant: I apologize, but I couldn't process that request. Would you like to speak with a support agent?";false;2026-04-14 04:27:05.5391+00
4f579321-93a4-4479-ab3b-104aac42e824;88081675-f7d7-4aab-85a1-989e45fd89b9;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;hi what is your problem;true;2026-04-14 04:27:56.788682+00
00b72a80-f87d-4e74-8150-a9b3e43388ac;88081675-f7d7-4aab-85a1-989e45fd89b9;18500679-9563-4266-bbd5-a14d1306147a;nothing;false;2026-04-14 04:28:27.80355+00
e63eaade-aac3-4006-b937-765dbcecd5c8;88081675-f7d7-4aab-85a1-989e45fd89b9;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;bye then;true;2026-04-14 04:28:42.105947+00